Kutle_kg,Hiz_m_s,Kinetik_Enerji_Joule
686.64,9.66,32037.11
70.57,17.74,11104.46
175.71,7.57,5034.52
855.88,14.99,96158.16
227.95,1.94,428.96
837.2,9.52,37937.89
280.0,19.83,55052.05
643.24,15.41,76374.49
694.46,4.21,6154.34
513.14,10.03,25811.17
306.01,4.67,3336.87
213.43,8.19,7158.03
34.16,15.6,4156.59
304.64,15.42,36218.1
653.51,4.56,6794.41
938.37,18.44,159538.66
871.33,11.85,61177.17
766.3,7.6,22130.74
788.66,10.04,39749.09
665.32,12.1,48704.75
261.03,11.2,16371.8
907.29,9.73,42947.89
671.06,10.1,34227.42
560.88,3.53,3494.53
111.88,16.25,14771.66
447.61,10.84,26298.34
460.9,2.62,1581.9
864.7,15.32,101473.58
547.1,18.65,95146.84
381.02,18.95,68412.62
976.82,7.38,26600.96
111.61,2.71,409.84
423.13,10.37,22751.04
42.98,2.25,108.79
740.16,18.68,129136.6
918.16,3.67,6183.3
280.76,5.06,3594.23
858.48,8.13,28371.43
292.93,7.66,8593.92
910.86,15.89,114992.48
754.21,9.13,31434.3
805.1,3.42,4708.39
18.99,5.34,270.76
962.85,10.18,49891.23
726.94,2.95,3163.1
305.45,12.23,22843.52
829.57,11.31,53057.68
282.24,14.29,28817.28
872.88,18.75,153435.94
113.47,18.25,18896.3
703.98,18.92,126000.59
541.16,4.89,6470.14
97.44,2.63,336.99
242.65,6.05,4440.8
13.39,17.9,2145.14
469.3,19.44,88677.43
301.96,17.19,44614.0
598.76,2.2,1449.0
297.94,18.95,53495.5
300.62,8.47,10783.37
743.45,0.19,13.42
49.09,8.85,1922.43
902.99,0.92,382.15
852.41,10.88,50451.76
668.14,6.77,15311.4
593.63,9.47,26618.64
892.41,12.26,67068.0
186.14,17.38,28113.13
79.89,13.24,7002.26
240.27,8.68,9051.26
794.78,16.39,106751.71
35.64,18.11,5844.46
583.22,2.4,1679.67
995.44,10.64,56346.68
855.84,5.69,13854.38
521.92,0.94,230.58
64.58,13.37,5772.06
831.54,17.26,123861.04
599.38,3.26,3184.99
115.82,16.25,15291.86
94.76,17.07,13805.82
909.72,18.29,152161.63
669.53,5.31,9439.07
829.46,18.08,135569.6
879.1,6.41,18060.27
572.2,11.05,34933.53
517.93,1.01,264.17
431.0,0.88,166.88
317.63,14.41,32977.63
435.16,8.89,17195.8
774.11,5.13,10186.09
602.32,3.81,4371.67
892.63,13.4,80140.32
443.94,0.01,0.02
607.48,16.12,78928.18
631.68,1.58,788.46
592.11,3.83,4342.8
702.93,7.72,20946.75
238.2,9.7,11206.12
512.85,7.1,12926.38
105.12,6.41,2159.59
385.13,19.28,71579.95
488.18,12.83,40179.39
652.57,0.47,72.08
950.58,8.6,35152.45
601.05,17.5,92035.78
743.85,6.03,13523.53
506.76,1.89,905.1
634.47,15.17,73004.94
71.86,12.12,5277.92
255.14,11.41,16608.1
362.49,1.07,207.51
473.02,2.81,1867.51
46.6,12.45,3611.56
140.88,4.16,1219.01
277.54,10.08,14099.92
971.56,10.9,57715.52
332.02,5.67,5337.04
482.56,18.97,86827.24
196.9,16.85,27952.17
611.17,14.45,63806.91
281.4,1.56,342.41
207.79,2.12,466.95
517.06,9.86,25134.18
6.5,3.21,33.49
8.66,19.57,1658.32
219.85,3.17,1104.63
37.68,9.75,1790.98
108.92,7.28,2886.29
339.52,12.79,27770.04
802.78,2.58,2671.81
572.48,8.61,21219.57
513.16,5.49,7733.35
294.2,17.76,46397.93
931.82,0.81,305.68
397.62,18.27,66361.37
88.01,16.66,12213.83
617.45,5.95,10929.64
114.72,15.79,14301.23
345.88,0.62,66.48
507.9,19.34,94986.34
874.35,10.53,48474.36
494.05,6.07,9101.61
702.56,7.25,18464.16
992.82,1.33,878.1
132.36,19.79,25919.01
275.46,0.79,85.96
395.18,13.1,33908.42
422.41,8.85,16542.1
411.61,18.98,74139.28
907.7,4.92,10986.07
714.32,10.64,40433.94
608.3,9.65,28323.21
310.06,14.06,30646.89
823.97,1.36,762.01
955.11,3.88,7189.3
821.38,4.29,7558.38
2.56,14.76,278.86
636.76,3.78,4549.14
52.08,11.47,3425.85
258.35,4.3,2388.45
60.47,17.23,8975.95
604.19,18.84,107227.29
686.9,10.37,36933.55
115.37,7.05,2867.09
384.46,4.68,4210.3
456.78,1.0,228.39
369.68,5.37,5330.21
121.9,13.08,10427.72
419.53,10.67,23881.51
751.43,18.88,133925.26
71.94,7.93,2261.97
81.1,13.88,7812.14
355.42,9.79,17032.46
941.78,10.25,49472.88
668.9,5.36,9608.61
678.99,9.1,28113.58
362.56,9.42,16086.13
594.07,14.13,59305.09
11.12,18.81,1967.22
636.46,6.59,13820.12
913.37,0.84,322.24
612.96,9.93,30220.43
873.82,10.89,51814.07
724.25,3.37,4112.62
121.44,15.21,14047.21
902.55,19.7,175135.31
67.38,18.92,12059.89
534.43,3.94,4148.14
142.99,17.51,21920.37
12.69,14.09,1259.66
422.61,9.08,17421.34
295.75,10.81,17280.1
486.51,16.99,70218.01
577.62,9.6,26616.73
44.7,7.46,1243.81
123.88,9.86,6021.78
559.08,11.58,37485.31
343.82,3.78,2456.32
729.44,18.02,118432.02
652.64,13.48,59295.74
845.76,12.67,67884.46
692.8,1.99,1371.78
430.5,12.08,31410.66
673.29,2.42,1971.53
276.11,1.57,340.29
307.01,10.55,17085.49
789.2,8.06,25634.64
446.97,11.78,31012.66
798.58,1.78,1265.11
822.6,8.62,30561.4
857.7,3.5,5253.41
916.72,19.74,178608.04
431.55,11.22,27163.57
319.55,13.75,30207.46
582.62,6.51,12345.75
371.8,1.89,664.05
601.47,19.52,114589.18
705.88,5.73,11588.04
688.72,8.48,24763.07
375.18,13.0,31702.71
167.69,0.49,20.13
431.1,16.21,56638.8
143.45,10.73,8257.91
890.21,5.56,13759.8
346.53,1.23,262.13
155.31,3.25,820.23
26.42,17.9,4232.62
646.18,13.72,60817.94
637.27,5.0,7965.88
341.26,1.31,292.82
72.64,13.81,6926.81
410.22,11.45,26890.43
311.91,8.09,10206.96
677.44,7.27,17902.33
606.17,4.34,5708.79
365.23,13.39,32741.43
218.67,19.41,41191.75
988.05,3.51,6086.44
454.55,11.94,32401.14
688.59,8.48,24758.39
141.41,8.93,5638.36
486.1,5.08,6272.25
28.51,16.5,3880.92
505.95,9.71,23851.52
964.05,10.87,56954.58
384.82,6.1,7159.58
39.96,3.64,264.73
31.92,1.72,47.22
388.6,14.28,39621.35
160.86,3.92,1235.92
24.33,13.8,2316.7
756.46,7.81,23070.55
459.06,8.32,15888.62
289.96,9.38,12755.98
900.18,7.35,24314.99
117.02,2.01,236.39
955.96,6.19,18314.33
314.65,13.27,27703.82
888.52,13.32,78821.68
603.34,5.72,9870.16
826.88,9.2,34993.56
984.03,3.87,7368.86
289.12,4.21,2562.2
961.17,0.46,101.69
390.09,17.93,62704.02
386.13,4.21,3421.9
341.05,4.55,3530.29
541.87,5.59,8466.2
154.99,2.55,503.91
554.16,12.79,45325.88
542.16,1.5,609.93
762.14,2.68,2737.0
833.82,12.9,69377.99
441.0,6.79,10165.95
303.03,14.16,30379.61
260.08,11.15,16166.9
195.43,5.12,2561.54
58.59,13.02,4966.1
343.11,2.33,931.35
270.98,10.73,15599.36
966.45,8.74,36912.4
558.15,5.36,8017.71
347.93,12.08,25386.09
580.89,17.43,88238.61
140.06,19.98,27956.0
444.6,12.16,32870.52
626.61,8.09,20505.22
489.41,4.5,4955.28
402.38,5.14,5315.36
993.85,9.59,45701.25
880.43,7.35,23781.51
623.78,18.28,104220.66
569.81,7.37,15475.16
621.04,7.47,17327.3
202.11,7.67,5944.95
395.74,16.73,55382.41
40.42,13.02,3426.01
476.07,12.28,35895.3
543.48,6.68,12125.69
228.52,16.36,30581.64
964.06,0.77,285.8
909.55,17.42,138004.38
722.42,10.25,37949.63
533.85,7.97,16955.32
870.1,9.94,42984.51
131.52,13.35,11719.91
790.72,0.26,26.73
125.7,17.43,19094.14
794.42,8.93,31675.47
276.49,6.86,6505.75
877.21,2.76,3341.12
944.1,8.79,36472.52
149.65,9.93,7378.11
463.21,8.07,15083.25
981.01,13.57,90323.99
483.92,8.42,17154.09
863.68,19.23,159691.37
589.14,11.99,42347.41
375.95,16.15,49028.11
286.5,2.19,687.04
204.02,7.95,6447.29
762.04,6.74,17308.82
387.15,11.39,25112.89
511.76,17.22,75875.69
492.83,1.57,607.39
577.7,1.45,607.31
865.71,17.01,125242.31
980.76,4.26,8899.22
408.18,13.38,36537.09
827.69,10.86,48808.71
764.76,16.66,106131.71
573.96,2.5,1793.62
956.09,2.6,3231.58
201.27,11.14,12488.76
110.15,18.93,19735.85
854.11,8.3,29419.82
439.71,6.54,9403.55
847.12,12.13,62321.31
893.2,18.61,154671.92
63.4,16.74,8883.21
883.58,19.91,175129.13
448.87,0.45,45.45
510.92,2.26,1304.79
626.97,12.19,46582.65
926.46,16.41,124742.33
20.1,5.7,326.52
477.37,4.78,5453.57
688.03,15.74,85228.89
722.98,1.13,461.59
692.84,7.39,18918.72
135.3,10.12,6928.33
300.1,11.21,18855.9
359.36,14.57,38143.35
804.63,7.1,20280.7
279.48,12.25,20969.73
211.49,11.71,14500.19
957.49,10.95,57402.72
9.85,12.81,808.17
997.82,5.19,13438.69
677.14,1.69,966.99
828.64,2.39,2366.64
295.32,4.49,2976.84
15.3,10.0,765.0
738.13,16.81,104288.95
834.31,14.03,82113.17
740.74,15.78,92225.24
143.71,7.02,3541.04
753.67,8.09,24663.13
769.15,7.87,23819.38
658.88,3.84,4857.79
766.35,1.22,570.32
846.08,11.82,59103.93
613.99,19.78,120111.3
89.52,3.34,499.32
488.14,0.93,211.1
78.57,15.59,9548.14
408.14,5.05,5204.3
407.7,16.59,56105.25
66.94,14.08,6635.31
349.47,18.91,62483.16
111.89,8.18,3743.41
808.43,13.24,70857.92
947.74,9.3,40985.02
73.24,12.61,5823.02
955.16,8.99,38598.06
523.05,3.77,3717.03
300.27,10.16,15497.78
77.79,10.57,4345.54
501.12,16.21,65838.17
794.72,14.71,85982.39
707.38,13.28,62376.2
51.18,2.27,131.86
73.83,14.41,7665.33
403.47,10.01,20213.87
296.0,17.88,47314.77
233.15,18.4,39467.63
281.72,1.1,170.44
803.68,16.41,108210.73
929.3,0.75,261.37
405.7,7.34,10928.67
906.2,10.85,53340.06
322.17,2.96,1411.36
476.96,14.93,53158.36
226.8,0.17,3.28
640.84,3.37,3638.98
979.0,11.62,66094.44
603.89,14.29,61658.41
358.46,18.33,60219.29
648.17,14.11,64522.76
123.8,13.44,11181.22
888.77,7.89,27663.9
503.58,0.03,0.23
449.9,2.4,1295.71
586.28,10.69,33498.9
625.16,13.5,56967.7
72.7,8.35,2534.41
682.93,14.61,72886.42
242.69,10.44,13225.83
714.24,1.48,782.24
822.71,3.84,6065.68
804.15,16.8,113481.65
552.95,14.5,58128.87
520.65,17.9,83410.73
143.73,2.35,396.87
775.57,19.8,152027.23
272.14,4.19,2388.86
497.2,0.24,14.32
284.99,19.95,56713.37
134.69,5.62,2127.05
629.93,13.36,56217.98
55.28,3.53,344.42
748.9,11.6,50385.99
318.27,18.08,52019.07
1.13,6.4,23.14
511.62,13.41,46001.83
47.81,3.76,337.96
276.89,12.5,21632.03
707.27,6.73,16017.15
63.63,4.22,566.57
839.5,6.26,16449.0
4.82,3.58,30.89
247.58,18.04,40286.42
741.16,7.94,23362.7
316.95,4.91,3820.53
102.79,8.97,4135.29
360.87,6.41,7413.73
271.12,14.89,30055.29
842.87,19.42,158938.48
314.03,8.76,12048.95
789.14,17.22,117001.21
891.98,11.32,57150.23
434.38,3.14,2141.41
910.03,13.81,86778.69
377.94,10.27,19931.21
964.11,13.01,81592.68
90.2,17.79,14273.43
687.33,8.81,26673.94
494.32,18.02,80257.89
388.26,15.01,43737.51
633.08,9.77,30214.66
704.15,12.06,51207.06
5.36,6.51,113.58
167.79,19.67,32459.72
713.33,13.35,63565.73
666.72,0.88,258.15
966.08,6.53,20597.26
761.28,12.47,59189.86
950.82,1.13,607.05
702.84,0.48,80.97
298.75,9.0,12099.38
106.26,6.65,2349.54
782.04,8.77,30074.48
644.51,5.25,8882.15
49.14,3.29,265.95
360.69,13.78,34245.42
956.84,10.29,50657.07
500.9,4.0,4007.2
433.3,6.39,8846.27
458.24,11.84,32119.32
209.67,1.44,217.39
369.34,2.95,1607.09
370.44,1.46,394.81
53.3,16.25,7037.27
767.8,15.05,86954.31
417.09,15.07,47361.59
822.36,14.33,84435.36
850.5,13.39,76243.97
212.78,9.54,9682.72
657.7,12.85,54300.53
472.81,0.77,140.16
880.28,12.43,68003.79
216.52,15.56,26211.22
678.14,10.01,33974.85
608.14,7.15,15544.82
296.01,5.55,4558.92
137.46,12.86,11366.54
651.99,13.86,62623.51
738.86,17.42,112105.9
316.31,6.85,7421.03
645.19,15.4,76506.63
395.74,11.23,24953.96
713.49,17.66,111260.06
200.02,10.56,11152.48
890.32,10.35,47686.65
288.12,11.56,19251.26
368.42,14.99,41392.01
59.03,19.29,10982.65
112.4,1.47,121.44
516.35,1.07,295.58
268.33,18.75,47167.38
835.64,10.6,46946.26
15.68,12.3,1186.11
379.71,9.65,17679.77
338.01,1.87,590.99
20.31,15.36,2395.87
125.24,14.94,13977.01
414.23,6.23,8038.73
493.37,6.12,9239.44
404.89,16.76,56866.31
531.41,1.45,558.64
595.54,17.62,92446.98
10.91,5.13,143.56
464.63,11.86,32677.33
963.54,18.72,168830.71
519.51,13.56,47762.09
677.86,8.29,23292.66
312.55,13.79,29717.89
774.22,6.88,18323.62
773.15,5.55,11907.48
521.77,19.93,103624.8
976.04,15.02,110097.51
126.42,12.89,10502.47
17.93,7.11,453.2
770.39,0.98,369.94
807.35,0.62,155.17
121.09,11.08,7432.89
266.32,15.24,30927.42
18.53,10.75,1070.69
294.02,16.82,41590.95
773.37,0.67,173.58
518.44,7.34,13965.63
348.75,4.74,3917.79
372.37,8.95,14913.88
2.35,1.45,2.47
300.5,19.08,54697.97
646.81,4.47,6461.92
974.22,18.45,165813.46
847.21,8.52,30749.66
24.57,19.71,4772.53
898.66,11.08,55162.63
783.42,18.62,135807.58
780.6,0.11,4.72
458.54,14.96,51310.99
398.61,18.06,65006.04
303.61,2.79,1181.67
66.63,1.92,122.81
229.01,8.49,8253.53
247.36,18.67,43111.0
484.59,10.85,28523.57
747.7,10.55,41610.44
474.34,2.82,1886.07
58.79,0.02,0.01
957.83,16.2,125686.45
942.78,1.75,1443.63
785.4,12.68,63139.25
991.34,18.29,165813.56
544.94,4.17,4737.95
962.81,13.31,85283.83
76.53,1.57,94.32
366.32,12.08,26727.88
226.16,3.28,1216.56
196.64,14.72,21303.82
141.66,6.02,2566.91
622.79,9.27,26759.08
781.54,11.99,56177.13
578.72,3.43,3404.29
147.82,14.83,16254.94
811.31,6.05,14847.99
636.32,13.25,55856.96
388.78,3.17,1953.41
674.46,13.76,63850.32
260.65,2.56,854.1
345.85,8.51,12523.25
917.57,4.94,11196.01
291.21,14.97,32630.21
470.52,5.24,6459.67
890.25,17.63,138352.37
708.01,17.84,112667.61
63.14,3.93,487.6
148.16,12.28,11171.15
8.83,1.75,13.52
631.29,7.83,19351.85
448.23,14.27,45637.19
135.14,13.19,11755.57
957.98,12.49,74722.49
530.13,5.65,8461.54
242.65,7.56,6934.16
501.1,2.06,1063.23
679.94,14.38,70300.49
77.16,10.08,3919.97
275.43,14.18,27690.69
807.16,4.98,10008.95
460.21,6.49,9692.05
547.03,6.68,12204.9
433.38,0.51,56.36
44.86,6.82,1043.27
166.58,16.07,21509.22
446.1,17.95,71867.27
209.98,10.36,11268.53
50.93,9.11,2113.39
843.81,0.62,162.18
981.21,17.58,151624.62
793.35,0.26,26.82
853.93,18.9,152516.17
242.74,9.78,11608.85
960.67,6.84,22472.76
197.73,18.48,33763.43
951.48,0.49,114.23
994.82,11.63,67278.13
712.01,10.98,42920.11
981.16,4.39,9454.51
569.97,8.58,20979.57
260.28,13.05,22163.17
437.56,14.54,46252.63
593.97,0.01,0.03
74.01,18.74,12995.7
622.72,3.29,3370.19
981.2,4.67,10699.45
190.92,5.27,2651.2
792.8,0.76,228.96
907.99,2.46,2747.4
943.76,19.73,183690.1
960.18,6.3,19054.77
521.94,2.31,1392.56
977.33,2.14,2237.89
757.55,14.39,78433.73
162.51,17.09,23731.99
477.42,5.14,6306.62
718.61,0.42,63.38
248.09,4.46,2467.45
640.97,1.13,409.23
666.93,2.07,1428.86
163.54,8.63,6089.98
565.52,4.6,5983.2
771.86,10.32,41102.47
499.4,5.07,6418.51
13.09,18.81,2315.73
10.03,18.12,1646.6
357.67,11.34,22997.39
926.27,7.09,23280.92
229.45,7.62,6661.44
634.73,8.24,21548.32
222.85,14.55,23588.95
322.35,9.03,13142.35
848.19,17.13,124445.12
729.13,18.88,129950.8
96.3,6.72,2174.38
429.27,11.21,26971.91
30.14,1.9,54.4
481.41,4.01,3870.56
662.77,8.27,22664.38
119.38,4.12,1013.2
289.6,17.53,44497.17
398.44,3.17,2001.94
919.61,9.11,38160.18
993.26,12.11,72831.83
45.87,13.84,4393.1
761.25,7.66,22333.4
372.35,17.38,56236.84
393.07,11.37,25407.44
754.51,8.79,29148.27
918.51,1.34,824.64
950.98,9.29,41036.74
577.55,16.41,77763.67
357.76,12.29,27018.77
787.76,16.64,109061.28
251.75,9.88,12287.21
564.51,2.37,1585.4
359.22,0.27,13.09
656.97,6.06,12063.15
241.16,13.96,23498.82
192.4,15.81,24045.78
918.32,5.92,16091.91
102.7,9.91,5042.99
506.45,8.42,17952.74
221.63,8.21,7469.39
39.89,4.63,427.56
36.98,2.73,137.8
176.05,3.93,1359.54
866.9,1.11,534.05
283.2,3.96,2220.51
950.51,0.18,15.4
582.04,12.55,45836.38
437.18,6.33,8758.66
580.51,19.46,109917.13
517.18,3.87,3872.88
759.02,6.92,18173.37
283.21,7.16,7259.47
353.7,0.17,5.11
894.2,16.78,125889.23
946.51,0.64,193.85
892.67,18.8,157752.64
420.03,17.84,66840.55
780.59,10.71,44768.44
476.86,10.87,28172.15
498.04,13.08,42603.94
205.48,7.74,6154.91
591.54,12.94,49524.79
186.95,0.9,75.71
332.23,1.08,193.76
855.18,9.14,35720.7
207.87,10.99,12553.28
72.09,17.76,11369.23
69.94,2.09,152.75
940.84,16.45,127296.83
507.41,4.2,4475.36
410.0,7.88,12729.35
811.07,6.33,16249.34
835.99,8.0,26751.68
332.86,3.01,1507.87
693.92,10.07,35183.44
771.35,16.03,99103.4
655.0,8.83,25534.81
152.44,9.81,7335.12
876.01,16.98,126285.78
539.56,14.12,53787.23
283.19,9.81,13626.55
425.8,5.15,5646.64
38.53,17.7,6035.53
128.74,11.54,8572.26
765.78,4.42,7480.29
1.01,5.38,14.62
417.15,16.06,53796.41
522.99,0.88,202.5
55.58,19.84,10938.86
973.11,2.61,3314.46
226.9,15.92,28753.49
304.89,7.9,9514.09
304.64,9.84,14748.48
231.19,17.61,35847.41
2.47,8.26,84.26
729.62,10.75,42158.36
966.88,0.99,473.82
225.07,0.05,0.28
663.38,4.9,7963.88
742.15,13.61,68735.0
848.58,2.43,2505.39
423.21,2.28,1100.01
303.63,8.22,10257.9
325.97,12.96,27375.22
712.91,14.24,72281.09
816.96,3.57,5206.04
182.43,1.59,230.6
371.57,18.81,65733.72
902.04,5.21,12242.53
806.89,17.07,117557.78
984.87,17.27,146870.17
754.49,15.45,90049.32
393.8,3.38,2249.46
591.05,16.44,79872.61
661.35,15.39,78321.07
79.38,11.93,5648.88
544.95,6.74,12377.89
709.61,5.25,9779.31
168.15,2.44,500.55
780.85,10.2,40619.82
584.19,11.71,40053.26
952.27,7.19,24614.32
43.38,9.51,1961.65
266.06,7.27,7031.02
601.95,12.82,49465.96
297.26,18.03,48316.77
714.71,3.28,3844.57
759.25,7.63,22100.59
103.41,2.82,411.18
514.34,12.5,40182.81
509.38,14.58,54141.08
369.91,18.64,64262.54
932.99,5.58,14524.97
827.68,19.0,149396.24
697.51,1.27,562.51
714.61,12.06,51967.73
462.25,1.14,300.37
921.07,17.88,147230.46
694.9,10.6,39039.48
729.25,13.39,65374.38
861.83,16.63,119172.52
274.8,3.01,1244.86
807.26,0.77,239.31
196.05,17.58,30295.25
346.0,6.3,6866.37
336.27,2.58,1119.17
978.55,9.37,42956.83
856.68,11.97,61372.94
701.47,0.62,134.82
727.33,5.5,11000.87
562.51,0.66,122.51
947.14,8.41,33494.71
496.76,17.9,79583.44
381.14,19.65,73583.36
163.87,12.74,13298.67
786.42,3.23,4102.32
734.71,18.12,120615.28
384.97,10.32,20500.11
26.17,3.07,123.32
839.16,18.43,142516.6
12.41,15.15,1424.19
704.0,14.63,75340.99
970.29,14.18,97549.27
438.22,4.01,3523.31
235.74,4.22,2099.08
705.17,13.77,66854.66
817.31,4.39,7875.64
546.88,8.77,21031.06
967.07,15.64,118277.3
52.62,15.68,6468.64
505.29,9.07,20783.82
718.74,15.84,90167.95
862.78,16.77,121321.06
180.08,13.1,15451.76
800.2,4.57,8356.05
553.15,5.48,8305.66
397.16,6.3,7881.64
132.58,2.34,362.98
865.43,5.46,12899.93
158.12,4.19,1387.99
310.48,9.11,12883.69
290.76,18.17,47997.05
871.54,2.09,1903.49
673.03,14.41,69876.7
796.88,13.75,75330.06
251.22,1.92,463.05
625.25,18.45,106418.33
572.17,11.37,36984.18
833.0,7.27,22013.23
906.18,15.13,103719.96
13.14,5.15,174.25
674.35,13.87,64864.68
52.78,0.79,16.47
549.31,16.79,77426.37
288.35,8.96,11574.6
307.47,12.73,24913.2
353.61,4.42,3454.13
621.67,13.54,56985.88
334.72,15.44,39897.55
732.97,9.46,32797.33
405.12,12.35,30894.96
69.28,9.13,2887.48
783.98,17.88,125317.01
286.47,9.96,14209.14
433.33,16.84,61443.07
685.76,16.03,88106.75
333.12,8.21,11226.83
57.53,4.6,608.67
374.55,8.12,12347.86
944.5,16.52,128881.94
642.09,4.55,6646.43
671.81,10.49,36963.02
632.65,16.12,82198.44
199.79,7.07,4993.24
418.92,12.84,34532.75
751.19,4.91,9054.88
102.27,2.19,245.25
278.57,15.89,35168.36
277.04,1.98,543.05
432.59,5.43,6377.44
980.39,17.1,143337.92
68.44,6.93,1643.41
519.18,19.46,98304.55
180.19,19.59,34575.59
970.71,5.37,13996.13
114.19,0.82,38.39
404.2,14.1,40179.5
738.15,9.02,30028.09
704.85,2.02,1438.03
423.31,14.15,42378.09
347.18,0.62,66.73
398.21,17.4,60281.03
265.01,2.77,1016.7
206.13,2.55,670.18
483.56,3.51,2978.75
269.27,19.21,49683.56
288.17,13.86,27678.67
657.1,16.03,84424.5
968.57,7.95,30608.02
604.03,6.73,13679.14
77.9,4.69,856.75
76.51,9.61,3532.93
951.47,11.04,57983.34
297.99,12.64,23804.87
92.97,5.14,1228.12
599.45,18.97,107859.31
624.03,3.4,3606.89
648.86,19.31,120972.19
268.13,0.3,12.07
16.1,9.62,744.98
965.05,6.67,21467.01
251.64,8.98,10146.18
676.35,11.41,44026.36
706.92,8.71,26814.92
610.4,8.3,21025.23
313.59,14.65,33651.73
271.83,13.72,25584.42
598.07,16.67,83098.51
866.23,5.0,10827.88
946.79,12.19,70344.65
106.8,11.7,7309.93
155.67,7.39,4250.73
944.79,9.72,44631.12
736.8,6.28,14529.11
883.11,2.84,3561.41
203.43,4.28,1863.26
588.0,2.11,1308.92
701.44,13.66,65442.81
680.43,13.21,59368.91
408.74,19.01,73855.25
16.38,14.59,1743.39
583.34,1.04,315.47
253.85,17.68,39674.52
450.8,17.25,67070.59
957.62,8.87,37671.29
399.64,11.72,27446.96
839.96,19.52,160025.15
189.35,10.65,10738.28
672.79,18.11,110328.17
977.03,1.66,1346.15
102.79,3.82,749.98
9.31,8.82,362.12
434.15,11.7,29715.4
93.53,16.32,12455.5
748.64,19.77,146304.06
914.63,7.78,27680.55
434.59,0.95,196.11
259.45,16.02,33292.68
434.97,12.09,31789.37
723.72,3.97,5703.24
10.05,9.9,492.5
589.86,14.85,65038.7
613.68,15.41,72864.71
638.05,9.99,31838.73
242.78,6.1,4516.92
714.34,19.47,135396.33
92.3,13.27,8126.69
200.07,8.16,6660.89
877.59,5.61,13809.8
738.98,14.62,78976.42
14.73,4.84,172.53
249.13,3.43,1465.49
215.19,10.6,12089.37
271.54,5.8,4567.3
248.31,12.58,19648.32
63.46,2.36,176.72
459.48,13.1,39425.68
733.0,5.67,11782.57
607.12,0.0,0.0
673.2,2.54,2171.61
82.07,18.67,14303.52
951.54,17.35,143217.47
838.65,4.67,9145.02
805.29,15.57,97611.17
823.16,12.17,60958.66
932.78,19.42,175892.65
544.71,7.47,15197.65
201.08,13.63,18678.01
617.17,1.27,497.72
743.14,7.92,23307.25
738.18,19.28,137197.54
521.93,10.78,30326.33
69.39,5.76,1151.1
371.74,2.41,1079.55
920.85,14.07,91147.99
584.86,12.9,48663.28
538.79,7.48,15072.76
269.58,19.02,48761.68
369.08,0.44,35.73
895.45,6.07,16496.38
666.8,18.42,113121.42
787.6,6.42,16231.02
454.89,5.05,5800.42
630.62,10.68,35965.02
249.14,16.48,33832.02
705.76,2.06,1497.48
428.17,18.86,76149.95
443.1,15.9,56010.06
649.67,3.63,4280.32
936.34,14.24,94934.39
64.94,7.7,1925.15
824.92,8.05,26728.44
293.09,15.67,35983.96
444.48,19.26,82439.39
22.89,2.53,73.26
301.75,8.41,10671.1
503.13,9.62,23280.93
57.12,7.53,1619.38
491.6,7.26,12955.53
927.18,1.05,511.11
106.29,13.71,9989.35
764.68,8.72,29072.52
410.26,3.9,3120.03
655.52,16.32,87296.39
260.98,16.05,33614.55
160.33,9.73,7589.45
161.3,5.97,2874.44
71.42,12.76,5814.22
186.46,5.76,3093.15
664.56,4.72,7402.67
881.81,14.61,94112.1
814.31,0.81,267.13
685.45,1.9,1237.24
111.32,0.14,1.09
289.9,3.06,1357.25
310.5,1.38,295.66
250.71,19.92,49741.67
515.49,5.78,8610.85
536.02,2.99,2396.04
357.53,4.82,4153.14
354.44,18.72,62104.69
828.73,10.4,44817.72
789.5,7.3,21036.23
308.49,17.47,47075.71
913.87,7.9,28517.31
952.86,6.7,21386.94
327.42,4.15,2819.5
355.07,7.56,10146.76
506.13,6.33,10140.04
941.18,13.55,86401.5
876.44,5.79,14690.93
103.47,11.54,6889.63
393.34,1.32,342.68
553.82,3.83,4061.97
503.63,8.15,16726.18
194.67,18.74,34182.85
858.96,7.55,24481.43
677.26,13.28,59720.24
838.07,5.1,10899.1
858.91,2.54,2770.67
748.61,1.17,512.39
439.77,6.11,8208.77
610.94,3.15,3031.03
161.21,3.48,976.16
673.97,15.22,78062.04
180.07,0.32,9.22
694.26,11.16,43233.51
230.37,7.59,6635.59
118.43,10.13,6076.46
166.12,11.26,10530.98
2.99,6.27,58.77
719.02,5.9,12514.54
732.67,14.67,78838.55
515.42,17.43,78293.56
162.2,3.85,1202.1
84.47,1.95,160.6
20.11,17.96,3243.36
166.58,7.0,4081.21
890.96,11.03,54197.5
242.3,7.19,6262.98
354.92,2.52,1126.94
106.24,11.79,7383.9
223.14,10.5,12300.59
519.71,4.06,4283.35
608.14,9.04,24849.09
246.11,15.94,31266.26
58.67,11.81,4091.53
391.64,1.94,736.99
234.97,10.96,14112.49
220.33,14.05,21746.85
959.9,15.85,120574.24
616.68,12.58,48796.78
557.32,3.05,2592.23
416.36,14.2,41977.42
429.52,13.55,39430.47
541.36,0.49,64.99
696.73,8.23,23595.77
702.44,6.66,15578.57
172.52,13.39,15465.74
500.61,4.32,4671.29
412.55,11.82,28819.18
870.66,18.26,145151.04
631.79,15.96,80465.28
532.97,18.43,90515.6
116.28,19.57,22266.74
606.03,0.21,13.36
118.09,12.45,9152.12
337.87,8.26,11526.03
143.7,17.2,21256.1
